Transaction_ID,Product_ID,Product_Name,Category,Price
T00779,P010,Produce Item 10,Produce,24.84
T00779,P030,Beverages Item 30,Beverages,43.95
T00779,P061,Produce Item 61,Produce,28.98
T00780,P120,Beverages Item 120,Beverages,5.15
T00780,P076,Bakery Item 76,Bakery,32.21
T00780,P126,Bakery Item 126,Bakery,49.68
T00780,P092,Beverages Item 92,Beverages,22.82
T00780,P103,Meat Item 103,Meat,47.07
T00780,P108,Snacks Item 108,Snacks,49.06
T00780,P022,Snacks Item 22,Snacks,28.61
T00780,P089,Dairy Item 89,Dairy,34.62
T00781,P146,Bakery Item 146,Bakery,12.45
T00781,P016,Snacks Item 16,Snacks,43.61
T00781,P112,Dairy Item 112,Dairy,5.56
T00782,P012,Produce Item 12,Produce,10.74
T00782,P046,Produce Item 46,Produce,9.64
T00782,P048,Meat Item 48,Meat,19.84
T00782,P010,Produce Item 10,Produce,24.84
T00782,P045,Produce Item 45,Produce,40.66
T00783,P079,Snacks Item 79,Snacks,1.73
T00783,P001,Meat Item 1,Meat,30.32
T00783,P073,Beverages Item 73,Beverages,22.05
T00783,P005,Canned Goods Item 5,Canned Goods,25.32
T00784,P014,Frozen Item 14,Frozen,5.39
T00784,P004,Frozen Item 4,Frozen,18.99
T00784,P126,Bakery Item 126,Bakery,49.68
T00784,P012,Produce Item 12,Produce,10.74
T00784,P107,Beverages Item 107,Beverages,9.14
T00784,P150,Canned Goods Item 150,Canned Goods,2.13
T00784,P140,Snacks Item 140,Snacks,9.44
T00784,P021,Meat Item 21,Meat,17.62
T00784,P010,Produce Item 10,Produce,24.84
T00784,P133,Beverages Item 133,Beverages,38.82
T00784,P041,Beverages Item 41,Beverages,7.3
T00784,P008,Produce Item 8,Produce,14.5
T00784,P066,Snacks Item 66,Snacks,30.16
T00785,P049,Snacks Item 49,Snacks,45.35
T00785,P031,Produce Item 31,Produce,14.86
T00785,P133,Beverages Item 133,Beverages,38.82
T00785,P147,Produce Item 147,Produce,13.22
T00785,P030,Beverages Item 30,Beverages,43.95
T00785,P091,Meat Item 91,Meat,40.35
T00786,P046,Produce Item 46,Produce,9.64
T00786,P045,Produce Item 45,Produce,40.66
T00787,P135,Beverages Item 135,Beverages,9.29
T00787,P031,Produce Item 31,Produce,14.86
T00787,P148,Meat Item 148,Meat,10.36
T00787,P010,Produce Item 10,Produce,24.84
T00787,P078,Bakery Item 78,Bakery,16.31
T00787,P030,Beverages Item 30,Beverages,43.95
T00788,P030,Beverages Item 30,Beverages,43.95
T00788,P031,Produce Item 31,Produce,14.86
T00789,P031,Produce Item 31,Produce,14.86
T00789,P034,Beverages Item 34,Beverages,9.19
T00789,P098,Produce Item 98,Produce,4.0
T00789,P030,Beverages Item 30,Beverages,43.95
T00789,P082,Beverages Item 82,Beverages,28.23
T00790,P010,Produce Item 10,Produce,24.84
T00790,P012,Produce Item 12,Produce,10.74
T00791,P043,Meat Item 43,Meat,40.54
T00791,P084,Snacks Item 84,Snacks,45.23
T00791,P025,Meat Item 25,Meat,35.36
T00791,P021,Meat Item 21,Meat,17.62
T00791,P131,Meat Item 131,Meat,37.17
T00792,P021,Meat Item 21,Meat,17.62
T00792,P020,Canned Goods Item 20,Canned Goods,38.46
T00793,P031,Produce Item 31,Produce,14.86
T00793,P021,Meat Item 21,Meat,17.62
T00793,P030,Beverages Item 30,Beverages,43.95
T00793,P020,Canned Goods Item 20,Canned Goods,38.46
T00794,P142,Canned Goods Item 142,Canned Goods,38.55
T00794,P099,Canned Goods Item 99,Canned Goods,16.74
T00794,P135,Beverages Item 135,Beverages,9.29
T00794,P040,Canned Goods Item 40,Canned Goods,37.15
T00795,P093,Meat Item 93,Meat,24.28
T00795,P135,Beverages Item 135,Beverages,9.29
T00795,P046,Produce Item 46,Produce,9.64
T00795,P060,Dairy Item 60,Dairy,41.19
T00795,P074,Snacks Item 74,Snacks,14.36
T00795,P045,Produce Item 45,Produce,40.66
T00796,P130,Frozen Item 130,Frozen,6.23
T00796,P036,Frozen Item 36,Frozen,24.46
T00796,P119,Frozen Item 119,Frozen,23.54
T00796,P116,Produce Item 116,Produce,1.08
T00796,P044,Snacks Item 44,Snacks,12.48
T00797,P131,Meat Item 131,Meat,37.17
T00797,P021,Meat Item 21,Meat,17.62
T00797,P020,Canned Goods Item 20,Canned Goods,38.46
T00798,P012,Produce Item 12,Produce,10.74
T00798,P065,Produce Item 65,Produce,14.11
T00798,P148,Meat Item 148,Meat,10.36
T00798,P015,Beverages Item 15,Beverages,10.31
T00799,P035,Snacks Item 35,Snacks,33.4
T00799,P039,Canned Goods Item 39,Canned Goods,6.7
T00800,P010,Produce Item 10,Produce,24.84
T00800,P012,Produce Item 12,Produce,10.74
T00801,P031,Produce Item 31,Produce,14.86
T00801,P021,Meat Item 21,Meat,17.62
T00801,P030,Beverages Item 30,Beverages,43.95
T00801,P020,Canned Goods Item 20,Canned Goods,38.46
T00802,P093,Meat Item 93,Meat,24.28
T00802,P050,Snacks Item 50,Snacks,6.7
T00802,P058,Snacks Item 58,Snacks,24.19
T00802,P113,Dairy Item 113,Dairy,49.62
T00802,P064,Beverages Item 64,Beverages,41.31
T00802,P005,Canned Goods Item 5,Canned Goods,25.32
T00802,P146,Bakery Item 146,Bakery,12.45
T00802,P022,Snacks Item 22,Snacks,28.61
T00802,P080,Canned Goods Item 80,Canned Goods,8.41
T00802,P036,Frozen Item 36,Frozen,24.46
T00802,P026,Produce Item 26,Produce,38.56
T00802,P089,Dairy Item 89,Dairy,34.62
T00802,P091,Meat Item 91,Meat,40.35
T00802,P019,Canned Goods Item 19,Canned Goods,40.91
T00802,P061,Produce Item 61,Produce,28.98
T00803,P014,Frozen Item 14,Frozen,5.39
T00803,P083,Dairy Item 83,Dairy,39.03
T00803,P150,Canned Goods Item 150,Canned Goods,2.13
T00803,P060,Dairy Item 60,Dairy,41.19
T00803,P122,Frozen Item 122,Frozen,49.79
T00803,P119,Frozen Item 119,Frozen,23.54
T00804,P046,Produce Item 46,Produce,9.64
T00804,P013,Bakery Item 13,Bakery,33.05
T00804,P045,Produce Item 45,Produce,40.66
T00805,P004,Frozen Item 4,Frozen,18.99
T00805,P121,Canned Goods Item 121,Canned Goods,34.99
T00805,P039,Canned Goods Item 39,Canned Goods,6.7
T00805,P034,Beverages Item 34,Beverages,9.19
T00805,P012,Produce Item 12,Produce,10.74
T00805,P010,Produce Item 10,Produce,24.84
T00805,P113,Dairy Item 113,Dairy,49.62
T00806,P139,Frozen Item 139,Frozen,5.64
T00806,P105,Meat Item 105,Meat,1.99
T00807,P008,Produce Item 8,Produce,14.5
T00807,P037,Meat Item 37,Meat,25.98
T00807,P133,Beverages Item 133,Beverages,38.82
T00808,P103,Meat Item 103,Meat,47.07
T00808,P049,Snacks Item 49,Snacks,45.35
T00809,P046,Produce Item 46,Produce,9.64
T00809,P140,Snacks Item 140,Snacks,9.44
T00809,P045,Produce Item 45,Produce,40.66
T00810,P103,Meat Item 103,Meat,47.07
T00810,P087,Beverages Item 87,Beverages,11.39
T00811,P123,Canned Goods Item 123,Canned Goods,48.99
T00811,P044,Snacks Item 44,Snacks,12.48
T00812,P099,Canned Goods Item 99,Canned Goods,16.74
T00812,P101,Snacks Item 101,Snacks,2.22
T00812,P120,Beverages Item 120,Beverages,5.15
T00812,P061,Produce Item 61,Produce,28.98
T00813,P149,Snacks Item 149,Snacks,34.14
T00813,P144,Beverages Item 144,Beverages,28.28
T00813,P004,Frozen Item 4,Frozen,18.99
T00813,P143,Beverages Item 143,Beverages,24.83
T00813,P027,Frozen Item 27,Frozen,24.79
T00813,P016,Snacks Item 16,Snacks,43.61
T00813,P001,Meat Item 1,Meat,30.32
T00813,P005,Canned Goods Item 5,Canned Goods,25.32
T00813,P046,Produce Item 46,Produce,9.64
T00813,P007,Beverages Item 7,Beverages,36.4
T00813,P022,Snacks Item 22,Snacks,28.61
T00813,P122,Frozen Item 122,Frozen,49.79
T00813,P036,Frozen Item 36,Frozen,24.46
T00813,P030,Beverages Item 30,Beverages,43.95
T00813,P044,Snacks Item 44,Snacks,12.48
T00814,P085,Snacks Item 85,Snacks,26.29
T00814,P080,Canned Goods Item 80,Canned Goods,8.41
T00814,P060,Dairy Item 60,Dairy,41.19
T00814,P020,Canned Goods Item 20,Canned Goods,38.46
T00815,P031,Produce Item 31,Produce,14.86
T00815,P112,Dairy Item 112,Dairy,5.56
T00815,P148,Meat Item 148,Meat,10.36
T00815,P102,Frozen Item 102,Frozen,33.64
T00815,P048,Meat Item 48,Meat,19.84
T00815,P106,Snacks Item 106,Snacks,10.42
T00815,P078,Bakery Item 78,Bakery,16.31
T00816,P138,Snacks Item 138,Snacks,25.27
T00816,P021,Meat Item 21,Meat,17.62
T00816,P041,Beverages Item 41,Beverages,7.3
T00816,P020,Canned Goods Item 20,Canned Goods,38.46
T00817,P135,Beverages Item 135,Beverages,9.29
T00817,P069,Canned Goods Item 69,Canned Goods,19.44
T00817,P100,Frozen Item 100,Frozen,45.09
T00817,P101,Snacks Item 101,Snacks,2.22
T00817,P064,Beverages Item 64,Beverages,41.31
T00817,P134,Bakery Item 134,Bakery,39.32
T00817,P002,Beverages Item 2,Beverages,37.42
T00817,P046,Produce Item 46,Produce,9.64
T00817,P090,Meat Item 90,Meat,45.72
T00817,P033,Snacks Item 33,Snacks,48.58
T00817,P117,Produce Item 117,Produce,30.4
T00817,P088,Frozen Item 88,Frozen,9.18
T00817,P147,Produce Item 147,Produce,13.22
T00817,P091,Meat Item 91,Meat,40.35
T00817,P045,Produce Item 45,Produce,40.66
T00818,P115,Meat Item 115,Meat,11.17
T00818,P112,Dairy Item 112,Dairy,5.56
T00819,P008,Produce Item 8,Produce,14.5
T00819,P030,Beverages Item 30,Beverages,43.95
T00819,P031,Produce Item 31,Produce,14.86
T00820,P059,Beverages Item 59,Beverages,42.49
T00820,P052,Dairy Item 52,Dairy,12.3
T00820,P083,Dairy Item 83,Dairy,39.03
T00820,P148,Meat Item 148,Meat,10.36
T00820,P142,Canned Goods Item 142,Canned Goods,38.55
T00820,P111,Meat Item 111,Meat,30.39
T00820,P045,Produce Item 45,Produce,40.66
T00821,P001,Meat Item 1,Meat,30.32
T00821,P012,Produce Item 12,Produce,10.74
T00821,P005,Canned Goods Item 5,Canned Goods,25.32
T00821,P010,Produce Item 10,Produce,24.84
T00822,P026,Produce Item 26,Produce,38.56
T00822,P139,Frozen Item 139,Frozen,5.64
T00822,P011,Meat Item 11,Meat,5.09
T00822,P052,Dairy Item 52,Dairy,12.3
T00823,P144,Beverages Item 144,Beverages,28.28
T00823,P030,Beverages Item 30,Beverages,43.95
T00824,P031,Produce Item 31,Produce,14.86
T00824,P012,Produce Item 12,Produce,10.74
T00824,P010,Produce Item 10,Produce,24.84
T00824,P087,Beverages Item 87,Beverages,11.39
T00824,P136,Meat Item 136,Meat,27.21
T00824,P030,Beverages Item 30,Beverages,43.95
T00825,P130,Frozen Item 130,Frozen,6.23
T00825,P072,Dairy Item 72,Dairy,22.66
T00825,P134,Bakery Item 134,Bakery,39.32
T00825,P015,Beverages Item 15,Beverages,10.31
T00825,P046,Produce Item 46,Produce,9.64
T00825,P026,Produce Item 26,Produce,38.56
T00825,P045,Produce Item 45,Produce,40.66
T00826,P142,Canned Goods Item 142,Canned Goods,38.55
T00826,P007,Beverages Item 7,Beverages,36.4
T00826,P057,Beverages Item 57,Beverages,46.1
T00826,P036,Frozen Item 36,Frozen,24.46
T00826,P124,Canned Goods Item 124,Canned Goods,13.4
T00827,P010,Produce Item 10,Produce,24.84
T00827,P012,Produce Item 12,Produce,10.74
T00828,P029,Canned Goods Item 29,Canned Goods,17.42
T00828,P017,Frozen Item 17,Frozen,46.06
T00829,P095,Beverages Item 95,Beverages,49.25
T00829,P120,Beverages Item 120,Beverages,5.15
T00829,P075,Produce Item 75,Produce,29.57
T00829,P001,Meat Item 1,Meat,30.32
T00829,P005,Canned Goods Item 5,Canned Goods,25.32
T00830,P001,Meat Item 1,Meat,30.32
T00830,P005,Canned Goods Item 5,Canned Goods,25.32
T00831,P001,Meat Item 1,Meat,30.32
T00831,P005,Canned Goods Item 5,Canned Goods,25.32
T00832,P031,Produce Item 31,Produce,14.86
T00832,P001,Meat Item 1,Meat,30.32
T00832,P012,Produce Item 12,Produce,10.74
T00832,P005,Canned Goods Item 5,Canned Goods,25.32
T00832,P010,Produce Item 10,Produce,24.84
T00832,P030,Beverages Item 30,Beverages,43.95
T00833,P118,Canned Goods Item 118,Canned Goods,49.49
T00833,P046,Produce Item 46,Produce,9.64
T00833,P003,Snacks Item 3,Snacks,41.61
T00833,P116,Produce Item 116,Produce,1.08
T00833,P045,Produce Item 45,Produce,40.66
T00834,P010,Produce Item 10,Produce,24.84
T00834,P012,Produce Item 12,Produce,10.74
T00834,P107,Beverages Item 107,Beverages,9.14
T00835,P038,Produce Item 38,Produce,37.78
T00835,P042,Canned Goods Item 42,Canned Goods,14.3
T00835,P118,Canned Goods Item 118,Canned Goods,49.49
T00835,P084,Snacks Item 84,Snacks,45.23
T00836,P021,Meat Item 21,Meat,17.62
T00836,P010,Produce Item 10,Produce,24.84
T00836,P012,Produce Item 12,Produce,10.74
T00836,P020,Canned Goods Item 20,Canned Goods,38.46
T00837,P021,Meat Item 21,Meat,17.62
T00837,P010,Produce Item 10,Produce,24.84
T00837,P012,Produce Item 12,Produce,10.74
T00837,P020,Canned Goods Item 20,Canned Goods,38.46
T00838,P010,Produce Item 10,Produce,24.84
T00838,P012,Produce Item 12,Produce,10.74
T00838,P126,Bakery Item 126,Bakery,49.68
T00839,P010,Produce Item 10,Produce,24.84
T00839,P012,Produce Item 12,Produce,10.74
T00840,P031,Produce Item 31,Produce,14.86
T00840,P001,Meat Item 1,Meat,30.32
T00840,P005,Canned Goods Item 5,Canned Goods,25.32
T00840,P020,Canned Goods Item 20,Canned Goods,38.46
T00840,P021,Meat Item 21,Meat,17.62
T00840,P030,Beverages Item 30,Beverages,43.95
T00841,P055,Meat Item 55,Meat,24.36
T00841,P001,Meat Item 1,Meat,30.32
T00841,P005,Canned Goods Item 5,Canned Goods,25.32
T00842,P021,Meat Item 21,Meat,17.62
T00842,P020,Canned Goods Item 20,Canned Goods,38.46
T00843,P001,Meat Item 1,Meat,30.32
T00843,P012,Produce Item 12,Produce,10.74
T00843,P005,Canned Goods Item 5,Canned Goods,25.32
T00843,P010,Produce Item 10,Produce,24.84
T00844,P026,Produce Item 26,Produce,38.56
T00844,P066,Snacks Item 66,Snacks,30.16
T00844,P128,Bakery Item 128,Bakery,23.29
T00845,P007,Beverages Item 7,Beverages,36.4
T00845,P141,Snacks Item 141,Snacks,17.37
T00845,P038,Produce Item 38,Produce,37.78
T00845,P116,Produce Item 116,Produce,1.08
T00846,P077,Beverages Item 77,Beverages,17.86
T00846,P108,Snacks Item 108,Snacks,49.06
T00847,P021,Meat Item 21,Meat,17.62
T00847,P100,Frozen Item 100,Frozen,45.09
T00848,P006,Snacks Item 6,Snacks,10.67
T00848,P128,Bakery Item 128,Bakery,23.29
T00849,P035,Snacks Item 35,Snacks,33.4
T00849,P004,Frozen Item 4,Frozen,18.99
T00849,P144,Beverages Item 144,Beverages,28.28
T00849,P016,Snacks Item 16,Snacks,43.61
T00849,P046,Produce Item 46,Produce,9.64
T00849,P090,Meat Item 90,Meat,45.72
T00849,P078,Bakery Item 78,Bakery,16.31
T00849,P045,Produce Item 45,Produce,40.66
T00850,P067,Meat Item 67,Meat,28.89
T00850,P036,Frozen Item 36,Frozen,24.46
T00851,P089,Dairy Item 89,Dairy,34.62
T00851,P003,Snacks Item 3,Snacks,41.61
T00852,P013,Bakery Item 13,Bakery,33.05
T00852,P136,Meat Item 136,Meat,27.21
T00852,P030,Beverages Item 30,Beverages,43.95
T00853,P028,Produce Item 28,Produce,5.31
T00853,P004,Frozen Item 4,Frozen,18.99
T00854,P144,Beverages Item 144,Beverages,28.28
T00854,P011,Meat Item 11,Meat,5.09
T00854,P135,Beverages Item 135,Beverages,9.29
T00854,P094,Frozen Item 94,Frozen,33.85
T00854,P049,Snacks Item 49,Snacks,45.35
T00854,P025,Meat Item 25,Meat,35.36
T00854,P134,Bakery Item 134,Bakery,39.32
T00854,P003,Snacks Item 3,Snacks,41.61
T00854,P104,Frozen Item 104,Frozen,48.47
T00854,P099,Canned Goods Item 99,Canned Goods,16.74
T00854,P089,Dairy Item 89,Dairy,34.62
T00855,P076,Bakery Item 76,Bakery,32.21
T00855,P055,Meat Item 55,Meat,24.36
T00855,P042,Canned Goods Item 42,Canned Goods,14.3
T00855,P078,Bakery Item 78,Bakery,16.31
T00855,P138,Snacks Item 138,Snacks,25.27
T00856,P023,Beverages Item 23,Beverages,33.24
T00856,P070,Bakery Item 70,Bakery,32.14
T00856,P046,Produce Item 46,Produce,9.64
T00856,P039,Canned Goods Item 39,Canned Goods,6.7
T00857,P130,Frozen Item 130,Frozen,6.23
T00857,P145,Meat Item 145,Meat,6.73
T00857,P051,Dairy Item 51,Dairy,1.54
T00857,P100,Frozen Item 100,Frozen,45.09
T00858,P058,Snacks Item 58,Snacks,24.19
T00858,P048,Meat Item 48,Meat,19.84
T00859,P031,Produce Item 31,Produce,14.86
T00859,P032,Canned Goods Item 32,Canned Goods,11.38
T00859,P001,Meat Item 1,Meat,30.32
T00859,P005,Canned Goods Item 5,Canned Goods,25.32
T00859,P020,Canned Goods Item 20,Canned Goods,38.46
T00859,P141,Snacks Item 141,Snacks,17.37
T00859,P021,Meat Item 21,Meat,17.62
T00859,P147,Produce Item 147,Produce,13.22
T00859,P030,Beverages Item 30,Beverages,43.95
T00860,P003,Snacks Item 3,Snacks,41.61
T00860,P134,Bakery Item 134,Bakery,39.32
T00861,P021,Meat Item 21,Meat,17.62
T00861,P128,Bakery Item 128,Bakery,23.29
T00861,P020,Canned Goods Item 20,Canned Goods,38.46
T00862,P028,Produce Item 28,Produce,5.31
T00862,P094,Frozen Item 94,Frozen,33.85
T00862,P031,Produce Item 31,Produce,14.86
T00862,P009,Dairy Item 9,Dairy,4.21
T00862,P030,Beverages Item 30,Beverages,43.95
T00863,P016,Snacks Item 16,Snacks,43.61
T00863,P021,Meat Item 21,Meat,17.62
T00863,P042,Canned Goods Item 42,Canned Goods,14.3
T00863,P005,Canned Goods Item 5,Canned Goods,25.32
T00864,P010,Produce Item 10,Produce,24.84
T00864,P012,Produce Item 12,Produce,10.74
T00865,P067,Meat Item 67,Meat,28.89
T00865,P118,Canned Goods Item 118,Canned Goods,49.49
T00865,P084,Snacks Item 84,Snacks,45.23
T00865,P130,Frozen Item 130,Frozen,6.23
T00865,P131,Meat Item 131,Meat,37.17
T00866,P021,Meat Item 21,Meat,17.62
T00866,P020,Canned Goods Item 20,Canned Goods,38.46
T00867,P031,Produce Item 31,Produce,14.86
T00867,P010,Produce Item 10,Produce,24.84
T00867,P012,Produce Item 12,Produce,10.74
T00867,P065,Produce Item 65,Produce,14.11
T00868,P095,Beverages Item 95,Beverages,49.25
T00868,P144,Beverages Item 144,Beverages,28.28
T00868,P084,Snacks Item 84,Snacks,45.23
T00868,P001,Meat Item 1,Meat,30.32
T00868,P005,Canned Goods Item 5,Canned Goods,25.32
T00868,P107,Beverages Item 107,Beverages,9.14
T00868,P150,Canned Goods Item 150,Canned Goods,2.13
T00868,P041,Beverages Item 41,Beverages,7.3
T00868,P081,Produce Item 81,Produce,37.88
T00868,P125,Snacks Item 125,Snacks,19.19
T00869,P059,Beverages Item 59,Beverages,42.49
T00869,P114,Bakery Item 114,Bakery,2.56
T00869,P104,Frozen Item 104,Frozen,48.47
T00869,P013,Bakery Item 13,Bakery,33.05
T00869,P119,Frozen Item 119,Frozen,23.54
T00870,P072,Dairy Item 72,Dairy,22.66
T00870,P010,Produce Item 10,Produce,24.84
T00870,P012,Produce Item 12,Produce,10.74
T00871,P031,Produce Item 31,Produce,14.86
T00871,P092,Beverages Item 92,Beverages,22.82
T00871,P046,Produce Item 46,Produce,9.64
T00871,P103,Meat Item 103,Meat,47.07
T00871,P009,Dairy Item 9,Dairy,4.21
T00871,P026,Produce Item 26,Produce,38.56
T00871,P045,Produce Item 45,Produce,40.66
T00872,P146,Bakery Item 146,Bakery,12.45
T00872,P096,Bakery Item 96,Bakery,15.66
T00873,P077,Beverages Item 77,Beverages,17.86
T00873,P017,Frozen Item 17,Frozen,46.06
T00873,P050,Snacks Item 50,Snacks,6.7
T00873,P121,Canned Goods Item 121,Canned Goods,34.99
T00873,P130,Frozen Item 130,Frozen,6.23
T00873,P145,Meat Item 145,Meat,6.73
T00873,P038,Produce Item 38,Produce,37.78
T00873,P066,Snacks Item 66,Snacks,30.16
T00874,P012,Produce Item 12,Produce,10.74
T00874,P150,Canned Goods Item 150,Canned Goods,2.13
T00874,P033,Snacks Item 33,Snacks,48.58
T00874,P010,Produce Item 10,Produce,24.84
T00874,P024,Bakery Item 24,Bakery,27.39
T00875,P021,Meat Item 21,Meat,17.62
T00875,P001,Meat Item 1,Meat,30.32
T00875,P005,Canned Goods Item 5,Canned Goods,25.32
T00875,P020,Canned Goods Item 20,Canned Goods,38.46
T00876,P030,Beverages Item 30,Beverages,43.95
T00876,P001,Meat Item 1,Meat,30.32
T00876,P031,Produce Item 31,Produce,14.86
T00876,P005,Canned Goods Item 5,Canned Goods,25.32
T00877,P031,Produce Item 31,Produce,14.86
T00877,P006,Snacks Item 6,Snacks,10.67
T00877,P137,Canned Goods Item 137,Canned Goods,16.91
T00877,P136,Meat Item 136,Meat,27.21
T00877,P030,Beverages Item 30,Beverages,43.95
T00878,P130,Frozen Item 130,Frozen,6.23
T00878,P093,Meat Item 93,Meat,24.28
T00878,P063,Dairy Item 63,Dairy,15.13
T00878,P050,Snacks Item 50,Snacks,6.7
T00879,P083,Dairy Item 83,Dairy,39.03
T00879,P060,Dairy Item 60,Dairy,41.19
T00880,P113,Dairy Item 113,Dairy,49.62
T00880,P080,Canned Goods Item 80,Canned Goods,8.41
T00881,P046,Produce Item 46,Produce,9.64
T00881,P010,Produce Item 10,Produce,24.84
T00881,P012,Produce Item 12,Produce,10.74
T00881,P045,Produce Item 45,Produce,40.66
T00882,P014,Frozen Item 14,Frozen,5.39
T00882,P100,Frozen Item 100,Frozen,45.09
T00882,P102,Frozen Item 102,Frozen,33.64
T00882,P074,Snacks Item 74,Snacks,14.36
T00882,P029,Canned Goods Item 29,Canned Goods,17.42
T00882,P024,Bakery Item 24,Bakery,27.39
T00882,P045,Produce Item 45,Produce,40.66
T00883,P034,Beverages Item 34,Beverages,9.19
T00883,P113,Dairy Item 113,Dairy,49.62
T00883,P086,Meat Item 86,Meat,3.02
T00883,P102,Frozen Item 102,Frozen,33.64
T00884,P137,Canned Goods Item 137,Canned Goods,16.91
T00884,P033,Snacks Item 33,Snacks,48.58
T00884,P136,Meat Item 136,Meat,27.21
T00884,P119,Frozen Item 119,Frozen,23.54
T00884,P116,Produce Item 116,Produce,1.08
T00885,P001,Meat Item 1,Meat,30.32
T00885,P005,Canned Goods Item 5,Canned Goods,25.32
T00886,P094,Frozen Item 94,Frozen,33.85
T00886,P042,Canned Goods Item 42,Canned Goods,14.3
T00886,P036,Frozen Item 36,Frozen,24.46
T00886,P097,Bakery Item 97,Bakery,7.77
T00886,P128,Bakery Item 128,Bakery,23.29
T00886,P044,Snacks Item 44,Snacks,12.48
T00887,P150,Canned Goods Item 150,Canned Goods,2.13
T00887,P142,Canned Goods Item 142,Canned Goods,38.55
T00887,P010,Produce Item 10,Produce,24.84
T00887,P128,Bakery Item 128,Bakery,23.29
T00888,P103,Meat Item 103,Meat,47.07
T00888,P106,Snacks Item 106,Snacks,10.42
T00889,P021,Meat Item 21,Meat,17.62
T00889,P020,Canned Goods Item 20,Canned Goods,38.46
T00890,P095,Beverages Item 95,Beverages,49.25
T00890,P105,Meat Item 105,Meat,1.99
T00891,P074,Snacks Item 74,Snacks,14.36
T00891,P049,Snacks Item 49,Snacks,45.35
T00891,P132,Meat Item 132,Meat,7.94
T00891,P118,Canned Goods Item 118,Canned Goods,49.49
T00891,P058,Snacks Item 58,Snacks,24.19
T00891,P112,Dairy Item 112,Dairy,5.56
T00891,P046,Produce Item 46,Produce,9.64
T00891,P137,Canned Goods Item 137,Canned Goods,16.91
T00891,P038,Produce Item 38,Produce,37.78
T00891,P022,Snacks Item 22,Snacks,28.61
T00891,P026,Produce Item 26,Produce,38.56
T00891,P131,Meat Item 131,Meat,37.17
T00891,P085,Snacks Item 85,Snacks,26.29
T00891,P066,Snacks Item 66,Snacks,30.16
T00891,P045,Produce Item 45,Produce,40.66
T00892,P055,Meat Item 55,Meat,24.36
T00892,P041,Beverages Item 41,Beverages,7.3
T00892,P087,Beverages Item 87,Beverages,11.39
T00893,P046,Produce Item 46,Produce,9.64
T00893,P066,Snacks Item 66,Snacks,30.16
T00893,P123,Canned Goods Item 123,Canned Goods,48.99
T00893,P045,Produce Item 45,Produce,40.66
T00894,P056,Beverages Item 56,Beverages,32.4
T00894,P069,Canned Goods Item 69,Canned Goods,19.44
T00894,P084,Snacks Item 84,Snacks,45.23
T00894,P025,Meat Item 25,Meat,35.36
T00894,P001,Meat Item 1,Meat,30.32
T00894,P012,Produce Item 12,Produce,10.74
T00894,P005,Canned Goods Item 5,Canned Goods,25.32
T00894,P102,Frozen Item 102,Frozen,33.64
T00894,P002,Beverages Item 2,Beverages,37.42
T00894,P146,Bakery Item 146,Bakery,12.45
T00894,P010,Produce Item 10,Produce,24.84
T00894,P042,Canned Goods Item 42,Canned Goods,14.3
T00894,P041,Beverages Item 41,Beverages,7.3
T00894,P087,Beverages Item 87,Beverages,11.39
T00894,P147,Produce Item 147,Produce,13.22
T00895,P014,Frozen Item 14,Frozen,5.39
T00895,P049,Snacks Item 49,Snacks,45.35
T00895,P027,Frozen Item 27,Frozen,24.79
T00895,P075,Produce Item 75,Produce,29.57
T00895,P013,Bakery Item 13,Bakery,33.05
T00895,P148,Meat Item 148,Meat,10.36
T00895,P015,Beverages Item 15,Beverages,10.31
T00895,P046,Produce Item 46,Produce,9.64
T00895,P010,Produce Item 10,Produce,24.84
T00895,P057,Beverages Item 57,Beverages,46.1
T00895,P133,Beverages Item 133,Beverages,38.82
T00895,P104,Frozen Item 104,Frozen,48.47
T00895,P109,Produce Item 109,Produce,38.64
T00896,P067,Meat Item 67,Meat,28.89
T00896,P001,Meat Item 1,Meat,30.32
T00896,P005,Canned Goods Item 5,Canned Goods,25.32
T00897,P067,Meat Item 67,Meat,28.89
T00897,P039,Canned Goods Item 39,Canned Goods,6.7
T00898,P127,Beverages Item 127,Beverages,19.86
T00898,P107,Beverages Item 107,Beverages,9.14
T00898,P060,Dairy Item 60,Dairy,41.19
T00898,P029,Canned Goods Item 29,Canned Goods,17.42
T00898,P081,Produce Item 81,Produce,37.88
T00899,P064,Beverages Item 64,Beverages,41.31
T00899,P012,Produce Item 12,Produce,10.74
T00899,P111,Meat Item 111,Meat,30.39
T00899,P119,Frozen Item 119,Frozen,23.54
T00899,P019,Canned Goods Item 19,Canned Goods,40.91
T00900,P010,Produce Item 10,Produce,24.84
T00900,P012,Produce Item 12,Produce,10.74
T00900,P002,Beverages Item 2,Beverages,37.42
T00901,P079,Snacks Item 79,Snacks,1.73
T00901,P103,Meat Item 103,Meat,47.07
T00901,P022,Snacks Item 22,Snacks,28.61
T00901,P131,Meat Item 131,Meat,37.17
T00901,P116,Produce Item 116,Produce,1.08
T00902,P150,Canned Goods Item 150,Canned Goods,2.13
T00902,P034,Beverages Item 34,Beverages,9.19
T00902,P080,Canned Goods Item 80,Canned Goods,8.41
T00902,P008,Produce Item 8,Produce,14.5
T00903,P095,Beverages Item 95,Beverages,49.25
T00903,P075,Produce Item 75,Produce,29.57
T00903,P084,Snacks Item 84,Snacks,45.23
